dep;jour;pop;T
60;2021-08-05;825077;6047
61;2021-08-05;276903;1535
62;2021-08-05;1452778;8320
63;2021-08-05;660240;3988
64;2021-08-05;683169;6610
65;2021-08-05;226839;2025
66;2021-08-05;479000;6714
67;2021-08-05;1132607;10277
68;2021-08-05;763204;6515
69;2021-08-05;1876051;20117
70;2021-08-05;233194;1269
71;2021-08-05;547824;2946
72;2021-08-05;560227;3591
73;2021-08-05;432548;3440
74;2021-08-05;828405;7889
75;2021-08-05;2148271;28564
76;2021-08-05;1243788;7790
77;2021-08-05;1423607;12904
78;2021-08-05;1448625;13618
79;2021-08-05;372627;2337
80;2021-08-05;569769;3029
81;2021-08-05;387898;3687
82;2021-08-05;262618;2717
83;2021-08-05;1073836;16750
84;2021-08-05;560997;6627
85;2021-08-05;683187;5530
86;2021-08-05;437398;2565
87;2021-08-05;370774;1746
88;2021-08-05;359520;2118
89;2021-08-05;332096;1863
90;2021-08-05;140145;1229
91;2021-08-05;1319401;12281
92;2021-08-05;1613762;18107
93;2021-08-05;1670149;18172
94;2021-08-05;1406041;14968
95;2021-08-05;1248354;13148
971;2021-08-05;376879;5650
972;2021-08-05;358749;3953
973;2021-08-05;290691;1527
974;2021-08-05;859959;6230
975;2021-08-05;5997;23
976;2021-08-05;279471;824
977;2021-08-05;9961;301
978;2021-08-05;35334;389
01;2021-08-06;656955;6592
02;2021-08-06;526050;3802
03;2021-08-06;331315;2541
04;2021-08-06;165197;2056
05;2021-08-06;141756;1570
06;2021-08-06;1079396;23538
07;2021-08-06;326875;3125
08;2021-08-06;265531;2200
09;2021-08-06;152398;1931
10;2021-08-06;309907;3430
11;2021-08-06;372705;6234
12;2021-08-06;278360;4350
13;2021-08-06;2034469;48821
14;2021-08-06;691453;8058
15;2021-08-06;142811;1189
16;2021-08-06;348180;3089
17;2021-08-06;647080;6714
18;2021-08-06;296404;2295
19;2021-08-06;240336;1978
21;2021-08-06;532886;5167
22;2021-08-06;596186;5368
23;2021-08-06;116270;778
24;2021-08-06;408393;3713
25;2021-08-06;539449;5578
26;2021-08-06;520560;5649
27;2021-08-06;600687;5217
28;2021-08-06;429425;3693
29;2021-08-06;906554;8183
2A;2021-08-06;162421;4338
2B;2021-08-06;182258;4588
30;2021-08-06;748468;10795
31;2021-08-06;1400935;22855
32;2021-08-06;190040;2113
33;2021-08-06;1633440;21938
34;2021-08-06;1176145;22193
35;2021-08-06;1082073;12199
36;2021-08-06;217139;1646
37;2021-08-06;605380;5666
38;2021-08-06;1264979;14015
39;2021-08-06;257849;2478
40;2021-08-06;411979;4371
41;2021-08-06;327835;2808
42;2021-08-06;764737;8883
43;2021-08-06;226901;2676
44;2021-08-06;1437137;16969
45;2021-08-06;682890;5875
46;2021-08-06;173166;1778
47;2021-08-06;330336;3440
48;2021-08-06;76286;950
49;2021-08-06;815881;8167
50;2021-08-06;490669;4600
51;2021-08-06;563823;5445
52;2021-08-06;169250;1385
53;2021-08-06;305365;3148
54;2021-08-06;730398;7273
55;2021-08-06;181641;1670
56;2021-08-06;755566;8426
57;2021-08-06;1035866;12072
58;2021-08-06;199596;1357
59;2021-08-06;2588988;26994
60;2021-08-06;825077;8246
61;2021-08-06;276903;2219
62;2021-08-06;1452778;13204
63;2021-08-06;660240;5855
64;2021-08-06;683169;9392
65;2021-08-06;226839;3238
66;2021-08-06;479000;8032
67;2021-08-06;1132607;14659
68;2021-08-06;763204;9028
69;2021-08-06;1876051;27030
70;2021-08-06;233194;1953
71;2021-08-06;547824;4832
72;2021-08-06;560227;5077
73;2021-08-06;432548;4800
74;2021-08-06;828405;10532
75;2021-08-06;2148271;35504
76;2021-08-06;1243788;11584
77;2021-08-06;1423607;16801
78;2021-08-06;1448625;17715
79;2021-08-06;372627;3544
80;2021-08-06;569769;4066
81;2021-08-06;387898;5042
82;2021-08-06;262618;3560
83;2021-08-06;1073836;20203
84;2021-08-06;560997;8911
85;2021-08-06;683187;7752
86;2021-08-06;437398;3646
87;2021-08-06;370774;2718
88;2021-08-06;359520;3197
89;2021-08-06;332096;2723
90;2021-08-06;140145;1561
91;2021-08-06;1319401;15457
92;2021-08-06;1613762;22647
93;2021-08-06;1670149;23301
94;2021-08-06;1406041;19594
95;2021-08-06;1248354;16965
971;2021-08-06;376879;6053
972;2021-08-06;358749;4362
973;2021-08-06;290691;1480
974;2021-08-06;859959;6868
975;2021-08-06;5997;14
976;2021-08-06;279471;816
977;2021-08-06;9961;341
978;2021-08-06;35334;374
01;2021-08-07;656955;4480
02;2021-08-07;526050;3109
03;2021-08-07;331315;1983
04;2021-08-07;165197;1413
05;2021-08-07;141756;1100
06;2021-08-07;1079396;19473
07;2021-08-07;326875;2567
08;2021-08-07;265531;1746
09;2021-08-07;152398;1081
10;2021-08-07;309907;3110
11;2021-08-07;372705;4220
12;2021-08-07;278360;2920
13;2021-08-07;2034469;38919
14;2021-08-07;691453;5989
15;2021-08-07;142811;906
16;2021-08-07;348180;2024
17;2021-08-07;647080;4679
18;2021-08-07;296404;1649
19;2021-08-07;240336;1460
21;2021-08-07;532886;3898
22;2021-08-07;596186;3920
23;2021-08-07;116270;613
24;2021-08-07;408393;2335
25;2021-08-07;539449;4616
26;2021-08-07;520560;4370
27;2021-08-07;600687;3608
28;2021-08-07;429425;2523
29;2021-08-07;906554;5698
2A;2021-08-07;162421;3319
2B;2021-08-07;182258;2614
30;2021-08-07;748468;8559
31;2021-08-07;1400935;15067
32;2021-08-07;190040;1257
33;2021-08-07;1633440;15440
34;2021-08-07;1176145;17741
35;2021-08-07;1082073;8667
36;2021-08-07;217139;1119
37;2021-08-07;605380;3906
38;2021-08-07;1264979;9595
39;2021-08-07;257849;1983
40;2021-08-07;411979;2801
41;2021-08-07;327835;1964
42;2021-08-07;764737;7177
43;2021-08-07;226901;2394
44;2021-08-07;1437137;11856
45;2021-08-07;682890;4349
46;2021-08-07;173166;1371
47;2021-08-07;330336;2890
48;2021-08-07;76286;677
49;2021-08-07;815881;4977
50;2021-08-07;490669;3281
51;2021-08-07;563823;4144
52;2021-08-07;169250;1118
53;2021-08-07;305365;1918
54;2021-08-07;730398;6117
55;2021-08-07;181641;1218
56;2021-08-07;755566;6301
57;2021-08-07;1035866;11166
58;2021-08-07;199596;906
59;2021-08-07;2588988;21366
60;2021-08-07;825077;6204
61;2021-08-07;276903;1636
62;2021-08-07;1452778;9411
63;2021-08-07;660240;4815
64;2021-08-07;683169;5795
65;2021-08-07;226839;2071
66;2021-08-07;479000;6091
67;2021-08-07;1132607;13728
68;2021-08-07;763204;7397
69;2021-08-07;1876051;19044
70;2021-08-07;233194;1558
71;2021-08-07;547824;2850
72;2021-08-07;560227;3707
73;2021-08-07;432548;3319
74;2021-08-07;828405;7380
75;2021-08-07;2148271;29661
76;2021-08-07;1243788;7811
77;2021-08-07;1423607;13750
78;2021-08-07;1448625;14699
79;2021-08-07;372627;2374
80;2021-08-07;569769;3295
81;2021-08-07;387898;3036
82;2021-08-07;262618;2611
83;2021-08-07;1073836;15786
84;2021-08-07;560997;6769
85;2021-08-07;683187;5028
86;2021-08-07;437398;2804
87;2021-08-07;370774;2251
88;2021-08-07;359520;2700
89;2021-08-07;332096;2293
90;2021-08-07;140145;1270
91;2021-08-07;1319401;12737
92;2021-08-07;1613762;18144
93;2021-08-07;1670149;19805
94;2021-08-07;1406041;16067
95;2021-08-07;1248354;14065
971;2021-08-07;376879;3846
972;2021-08-07;358749;2493
973;2021-08-07;290691;949
974;2021-08-07;859959;5104
975;2021-08-07;5997;16
976;2021-08-07;279471;597
977;2021-08-07;9961;259
978;2021-08-07;35334;213
01;2021-08-08;656955;901
02;2021-08-08;526050;682
03;2021-08-08;331315;303
04;2021-08-08;165197;427
05;2021-08-08;141756;254
06;2021-08-08;1079396;5329
07;2021-08-08;326875;656
08;2021-08-08;265531;502
09;2021-08-08;152398;255
10;2021-08-08;309907;633
11;2021-08-08;372705;1038
12;2021-08-08;278360;476
13;2021-08-08;2034469;16138
14;2021-08-08;691453;1876
15;2021-08-08;142811;112
16;2021-08-08;348180;367
17;2021-08-08;647080;1402
18;2021-08-08;296404;473
19;2021-08-08;240336;347
21;2021-08-08;532886;816
22;2021-08-08;596186;708
23;2021-08-08;116270;116
24;2021-08-08;408393;372
25;2021-08-08;539449;801
26;2021-08-08;520560;744
27;2021-08-08;600687;697
28;2021-08-08;429425;694
29;2021-08-08;906554;1283
2A;2021-08-08;162421;1044
2B;2021-08-08;182258;706
30;2021-08-08;748468;2016
31;2021-08-08;1400935;4626
32;2021-08-08;190040;259
33;2021-08-08;1633440;4924
34;2021-08-08;1176145;5586
35;2021-08-08;1082073;2314
36;2021-08-08;217139;296
37;2021-08-08;605380;628
38;2021-08-08;1264979;2431
39;2021-08-08;257849;293
40;2021-08-08;411979;556
41;2021-08-08;327835;410
42;2021-08-08;764737;1759
43;2021-08-08;226901;416
44;2021-08-08;1437137;3616
45;2021-08-08;682890;1234
46;2021-08-08;173166;331
47;2021-08-08;330336;353
48;2021-08-08;76286;155
49;2021-08-08;815881;983
50;2021-08-08;490669;713
51;2021-08-08;563823;926
52;2021-08-08;169250;203
53;2021-08-08;305365;342
54;2021-08-08;730398;1022
55;2021-08-08;181641;193
56;2021-08-08;755566;1305
57;2021-08-08;1035866;2199
58;2021-08-08;199596;219
59;2021-08-08;2588988;7666
60;2021-08-08;825077;1541
61;2021-08-08;276903;414
62;2021-08-08;1452778;1855
63;2021-08-08;660240;934
64;2021-08-08;683169;873
65;2021-08-08;226839;341
66;2021-08-08;479000;1293
67;2021-08-08;1132607;3154
68;2021-08-08;763204;1617
69;2021-08-08;1876051;6710
70;2021-08-08;233194;259
71;2021-08-08;547824;619
72;2021-08-08;560227;1703
73;2021-08-08;432548;793
74;2021-08-08;828405;1326
75;2021-08-08;2148271;14307
76;2021-08-08;1243788;1651
77;2021-08-08;1423607;4220
78;2021-08-08;1448625;4007
79;2021-08-08;372627;322
80;2021-08-08;569769;659
81;2021-08-08;387898;774
82;2021-08-08;262618;595
83;2021-08-08;1073836;4334
84;2021-08-08;560997;1824
85;2021-08-08;683187;1319
86;2021-08-08;437398;418
87;2021-08-08;370774;292
88;2021-08-08;359520;481
89;2021-08-08;332096;464
90;2021-08-08;140145;313
91;2021-08-08;1319401;3616
92;2021-08-08;1613762;6437
93;2021-08-08;1670149;7848
94;2021-08-08;1406041;5934
95;2021-08-08;1248354;4433
971;2021-08-08;376879;1354
972;2021-08-08;358749;825
973;2021-08-08;290691;252
974;2021-08-08;859959;1846
975;2021-08-08;5997;2
976;2021-08-08;279471;134
977;2021-08-08;9961;74
978;2021-08-08;35334;41
01;2021-08-09;656955;7021
02;2021-08-09;526050;4603
03;2021-08-09;331315;3315
04;2021-08-09;165197;2465
05;2021-08-09;141756;1690
06;2021-08-09;1079396;29072
07;2021-08-09;326875;3766
08;2021-08-09;265531;2332
09;2021-08-09;152398;2334
10;2021-08-09;309907;3392
11;2021-08-09;372705;6799
12;2021-08-09;278360;3617
13;2021-08-09;2034469;61591
14;2021-08-09;691453;7892
15;2021-08-09;142811;992
16;2021-08-09;348180;3396
17;2021-08-09;647080;7509
18;2021-08-09;296404;2772
19;2021-08-09;240336;2289
21;2021-08-09;532886;6183
22;2021-08-09;596186;5384
23;2021-08-09;116270;823
24;2021-08-09;408393;3835
25;2021-08-09;539449;6942
26;2021-08-09;520560;6655
27;2021-08-09;600687;5543
28;2021-08-09;429425;4309
29;2021-08-09;906554;8592
2A;2021-08-09;162421;4893
2B;2021-08-09;182258;4887
30;2021-08-09;748468;13776
31;2021-08-09;1400935;23843
32;2021-08-09;190040;1992
33;2021-08-09;1633440;23060
34;2021-08-09;1176145;26111
35;2021-08-09;1082073;12848
36;2021-08-09;217139;1706
37;2021-08-09;605380;6980
38;2021-08-09;1264979;15442
39;2021-08-09;257849;2894
40;2021-08-09;411979;4441
41;2021-08-09;327835;3357
42;2021-08-09;764737;9218
43;2021-08-09;226901;2472
44;2021-08-09;1437137;18223
45;2021-08-09;682890;6766
46;2021-08-09;173166;2103
47;2021-08-09;330336;3776
48;2021-08-09;76286;748
49;2021-08-09;815881;8744
50;2021-08-09;490669;4353
51;2021-08-09;563823;6718
52;2021-08-09;169250;1686
53;2021-08-09;305365;2985
54;2021-08-09;730398;9677
55;2021-08-09;181641;1861
56;2021-08-09;755566;8341
57;2021-08-09;1035866;15535
58;2021-08-09;199596;1597
59;2021-08-09;2588988;33679
60;2021-08-09;825077;9592
61;2021-08-09;276903;2294
62;2021-08-09;1452778;14710
63;2021-08-09;660240;7385
64;2021-08-09;683169;9155
65;2021-08-09;226839;2996
66;2021-08-09;479000;9279
67;2021-08-09;1132607;18157
68;2021-08-09;763204;11956
69;2021-08-09;1876051;30570
70;2021-08-09;233194;2388
71;2021-08-09;547824;5227
72;2021-08-09;560227;5634
73;2021-08-09;432548;4983
74;2021-08-09;828405;11682
75;2021-08-09;2148271;46258
76;2021-08-09;1243788;12444
77;2021-08-09;1423607;19856
78;2021-08-09;1448625;20909
79;2021-08-09;372627;3523
80;2021-08-09;569769;4807
81;2021-08-09;387898;4936
82;2021-08-09;262618;3603
83;2021-08-09;1073836;24752
84;2021-08-09;560997;10722
85;2021-08-09;683187;8787
86;2021-08-09;437398;4199
87;2021-08-09;370774;3515
88;2021-08-09;359520;4304
89;2021-08-09;332096;3147
90;2021-08-09;140145;1877
91;2021-08-09;1319401;18241
92;2021-08-09;1613762;27671
93;2021-08-09;1670149;30183
94;2021-08-09;1406041;23963
95;2021-08-09;1248354;21239
971;2021-08-09;376879;7349
972;2021-08-09;358749;5396
973;2021-08-09;290691;1872
974;2021-08-09;859959;8998
975;2021-08-09;5997;14
976;2021-08-09;279471;979
977;2021-08-09;9961;347
978;2021-08-09;35334;506
01;2021-08-10;656955;6338
02;2021-08-10;526050;3982
03;2021-08-10;331315;2627
04;2021-08-10;165197;2144
05;2021-08-10;141756;1525
06;2021-08-10;1079396;24306
07;2021-08-10;326875;3231
08;2021-08-10;265531;2154
09;2021-08-10;152398;1800
10;2021-08-10;309907;3078
11;2021-08-10;372705;5844
12;2021-08-10;278360;3152
13;2021-08-10;2034469;54263
14;2021-08-10;691453;7289
15;2021-08-10;142811;1281
16;2021-08-10;348180;2910
17;2021-08-10;647080;6770
18;2021-08-10;296404;2233
19;2021-08-10;240336;2021
21;2021-08-10;532886;5523
22;2021-08-10;596186;4784
23;2021-08-10;116270;792
24;2021-08-10;408393;3794
25;2021-08-10;539449;5860
26;2021-08-10;520560;5975
27;2021-08-10;600687;4998
28;2021-08-10;429425;3776
29;2021-08-10;906554;7868
2A;2021-08-10;162421;4538
2B;2021-08-10;182258;4602
30;2021-08-10;748468;11810
31;2021-08-10;1400935;21606
32;2021-08-10;190040;1777
33;2021-08-10;1633440;19706
34;2021-08-10;1176145;23528
35;2021-08-10;1082073;11081
36;2021-08-10;217139;1725
37;2021-08-10;605380;5736
38;2021-08-10;1264979;13272
39;2021-08-10;257849;2570
40;2021-08-10;411979;3905
41;2021-08-10;327835;2757
42;2021-08-10;764737;8401
43;2021-08-10;226901;2265
44;2021-08-10;1437137;16318
45;2021-08-10;682890;5911
46;2021-08-10;173166;1848
47;2021-08-10;330336;3460
48;2021-08-10;76286;681
49;2021-08-10;815881;7382
50;2021-08-10;490669;3809
51;2021-08-10;563823;5613
52;2021-08-10;169250;1574
53;2021-08-10;305365;2498
54;2021-08-10;730398;8010
55;2021-08-10;181641;1600
56;2021-08-10;755566;7580
57;2021-08-10;1035866;12645
58;2021-08-10;199596;1299
59;2021-08-10;2588988;29361
60;2021-08-10;825077;8528
61;2021-08-10;276903;2111
62;2021-08-10;1452778;12718
63;2021-08-10;660240;5890
64;2021-08-10;683169;8068
65;2021-08-10;226839;2794
66;2021-08-10;479000;7954
67;2021-08-10;1132607;14829
68;2021-08-10;763204;9943
69;2021-08-10;1876051;26589
70;2021-08-10;233194;2126
71;2021-08-10;547824;4396
72;2021-08-10;560227;5247
73;2021-08-10;432548;4450
74;2021-08-10;828405;9910
75;2021-08-10;2148271;37648
76;2021-08-10;1243788;11055
77;2021-08-10;1423607;17608
78;2021-08-10;1448625;17541
79;2021-08-10;372627;3211
80;2021-08-10;569769;4405
81;2021-08-10;387898;4497
82;2021-08-10;262618;3168
83;2021-08-10;1073836;21583
84;2021-08-10;560997;9249
85;2021-08-10;683187;7457
86;2021-08-10;437398;3731
87;2021-08-10;370774;2929
88;2021-08-10;359520;3717
89;2021-08-10;332096;2767
90;2021-08-10;140145;1659
91;2021-08-10;1319401;16455
92;2021-08-10;1613762;22327
93;2021-08-10;1670149;25150
94;2021-08-10;1406041;19987
95;2021-08-10;1248354;17008
971;2021-08-10;376879;7048
972;2021-08-10;358749;4708
973;2021-08-10;290691;1537
974;2021-08-10;859959;7507
975;2021-08-10;5997;10
976;2021-08-10;279471;625
977;2021-08-10;9961;222
978;2021-08-10;35334;432
01;2021-08-11;656955;5783
02;2021-08-11;526050;3818
03;2021-08-11;331315;2415
04;2021-08-11;165197;2233
05;2021-08-11;141756;1570
06;2021-08-11;1079396;23417
07;2021-08-11;326875;3316
08;2021-08-11;265531;1902
09;2021-08-11;152398;1692
10;2021-08-11;309907;2828
11;2021-08-11;372705;5513
12;2021-08-11;278360;2799
13;2021-08-11;2034469;49755
14;2021-08-11;691453;6911
15;2021-08-11;142811;1079
16;2021-08-11;348180;2772
17;2021-08-11;647080;6053
18;2021-08-11;296404;2147
19;2021-08-11;240336;2212
21;2021-08-11;532886;4687
22;2021-08-11;596186;4719
23;2021-08-11;116270;643
24;2021-08-11;408393;3351
25;2021-08-11;539449;5400
26;2021-08-11;520560;5591
27;2021-08-11;600687;4816
28;2021-08-11;429425;3612
29;2021-08-11;906554;7385
2A;2021-08-11;162421;4389
2B;2021-08-11;182258;4629
30;2021-08-11;748468;10989
31;2021-08-11;1400935;20244
32;2021-08-11;190040;1920
33;2021-08-11;1633440;18780
34;2021-08-11;1176145;22577
35;2021-08-11;1082073;10709
36;2021-08-11;217139;1457
37;2021-08-11;605380;5594
38;2021-08-11;1264979;12415
39;2021-08-11;257849;2313
40;2021-08-11;411979;3780
41;2021-08-11;327835;2596
42;2021-08-11;764737;7703
43;2021-08-11;226901;2039
44;2021-08-11;1437137;15279
45;2021-08-11;682890;5378
46;2021-08-11;173166;1781
47;2021-08-11;330336;3476
48;2021-08-11;76286;552
49;2021-08-11;815881;6945
50;2021-08-11;490669;3487
51;2021-08-11;563823;5110
52;2021-08-11;169250;1282
53;2021-08-11;305365;2323
54;2021-08-11;730398;7397
55;2021-08-11;181641;1496
56;2021-08-11;755566;7133
57;2021-08-11;1035866;12033
58;2021-08-11;199596;1272
59;2021-08-11;2588988;28153
60;2021-08-11;825077;7989
61;2021-08-11;276903;1811
62;2021-08-11;1452778;11822
63;2021-08-11;660240;5348
64;2021-08-11;683169;7328
65;2021-08-11;226839;2714
66;2021-08-11;479000;7510
67;2021-08-11;1132607;13990
68;2021-08-11;763204;9730
69;2021-08-11;1876051;24644
70;2021-08-11;233194;1789
71;2021-08-11;547824;4389
72;2021-08-11;560227;4969
73;2021-08-11;432548;4026
74;2021-08-11;828405;9235
75;2021-08-11;2148271;35402
76;2021-08-11;1243788;10592
77;2021-08-11;1423607;16168
78;2021-08-11;1448625;16765
79;2021-08-11;372627;2835
80;2021-08-11;569769;3902
81;2021-08-11;387898;3987
82;2021-08-11;262618;3043
83;2021-08-11;1073836;20498
84;2021-08-11;560997;8403
85;2021-08-11;683187;6823
86;2021-08-11;437398;3547
87;2021-08-11;370774;2710
88;2021-08-11;359520;3405
89;2021-08-11;332096;2441
90;2021-08-11;140145;1468
91;2021-08-11;1319401;15265
92;2021-08-11;1613762;21233
93;2021-08-11;1670149;23829
94;2021-08-11;1406041;19095
95;2021-08-11;1248354;16463
971;2021-08-11;376879;6411
972;2021-08-11;358749;4736
973;2021-08-11;290691;1522
974;2021-08-11;859959;7004
975;2021-08-11;5997;13
976;2021-08-11;279471;749
977;2021-08-11;9961;401
978;2021-08-11;35334;429
01;2021-08-12;656955;6496
02;2021-08-12;526050;4189
03;2021-08-12;331315;2607
04;2021-08-12;165197;2223
05;2021-08-12;141756;1557
06;2021-08-12;1079396;25533
07;2021-08-12;326875;3446
08;2021-08-12;265531;2213
09;2021-08-12;152398;2257
10;2021-08-12;309907;3147
11;2021-08-12;372705;6249
12;2021-08-12;278360;3671
13;2021-08-12;2034469;52831
14;2021-08-12;691453;8055
15;2021-08-12;142811;1138
16;2021-08-12;348180;3073
17;2021-08-12;647080;7044
18;2021-08-12;296404;2401
19;2021-08-12;240336;2460
21;2021-08-12;532886;5471
22;2021-08-12;596186;5784
23;2021-08-12;116270;880
24;2021-08-12;408393;3894
25;2021-08-12;539449;6149
26;2021-08-12;520560;6200
27;2021-08-12;600687;5069
28;2021-08-12;429425;3960
29;2021-08-12;906554;8859
2A;2021-08-12;162421;4235
2B;2021-08-12;182258;4153
30;2021-08-12;748468;11957
31;2021-08-12;1400935;21843
32;2021-08-12;190040;2020
33;2021-08-12;1633440;21671
34;2021-08-12;1176145;24045
35;2021-08-12;1082073;12478
36;2021-08-12;217139;1778
37;2021-08-12;605380;6212
38;2021-08-12;1264979;13918
39;2021-08-12;257849;2641
40;2021-08-12;411979;4261
41;2021-08-12;327835;2734
42;2021-08-12;764737;8589
43;2021-08-12;226901;2245
44;2021-08-12;1437137;16879
45;2021-08-12;682890;6324
46;2021-08-12;173166;2024
47;2021-08-12;330336;4178
48;2021-08-12;76286;871
49;2021-08-12;815881;8062
50;2021-08-12;490669;4111
51;2021-08-12;563823;5816
52;2021-08-12;169250;1447
53;2021-08-12;305365;2689
54;2021-08-12;730398;8047
55;2021-08-12;181641;1647
56;2021-08-12;755566;8545
57;2021-08-12;1035866;13467
58;2021-08-12;199596;1520
59;2021-08-12;2588988;31406
60;2021-08-12;825077;9069
61;2021-08-12;276903;2335
62;2021-08-12;1452778;13469
63;2021-08-12;660240;5863
64;2021-08-12;683169;8659
65;2021-08-12;226839;2928
66;2021-08-12;479000;8295
67;2021-08-12;1132607;15317
68;2021-08-12;763204;10576
69;2021-08-12;1876051;26920
70;2021-08-12;233194;2204
71;2021-08-12;547824;4583
72;2021-08-12;560227;5515
73;2021-08-12;432548;4620
74;2021-08-12;828405;10862
75;2021-08-12;2148271;39077
76;2021-08-12;1243788;11764
77;2021-08-12;1423607;18320
78;2021-08-12;1448625;18547
79;2021-08-12;372627;3524
80;2021-08-12;569769;4700
81;2021-08-12;387898;4895
82;2021-08-12;262618;3552
83;2021-08-12;1073836;22198
84;2021-08-12;560997;9735
85;2021-08-12;683187;7734
86;2021-08-12;437398;3917
87;2021-08-12;370774;3103
88;2021-08-12;359520;3624
89;2021-08-12;332096;2899
90;2021-08-12;140145;1628
91;2021-08-12;1319401;16413
92;2021-08-12;1613762;24016
93;2021-08-12;1670149;26052
94;2021-08-12;1406041;20946
95;2021-08-12;1248354;18322
971;2021-08-12;376879;6471
972;2021-08-12;358749;4348
973;2021-08-12;290691;1667
974;2021-08-12;859959;6731
975;2021-08-12;5997;10
976;2021-08-12;279471;906
977;2021-08-12;9961;272
978;2021-08-12;35334;377
01;2021-08-13;656955;7524
02;2021-08-13;526050;5153
03;2021-08-13;331315;3291
04;2021-08-13;165197;2899
05;2021-08-13;141756;1919
06;2021-08-13;1079396;26751
07;2021-08-13;326875;4155
08;2021-08-13;265531;2778
09;2021-08-13;152398;2509
10;2021-08-13;309907;3627
11;2021-08-13;372705;7163
12;2021-08-13;278360;4195
13;2021-08-13;2034469;58963
14;2021-08-13;691453;9098
15;2021-08-13;142811;1495
